name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1591 b,4631,2.15 Earths,14.846,2016
Kepler-1592 b,5348,2.99 Earths,14.94,2016
Kepler-1593 b,2082,10.2 Earths,16.19,2016
Kepler-1594 b,3187,1.2 Earths,14.951,2016
Kepler-1595 b,2756,2.04 Earths,15.508,2016
Kepler-1596 b,7001,4.27 Earths,15.632,2016
Kepler-1597 b,3983,1.2 Earths,14.257,2016
Kepler-1598 b,2022,0.809 Earths,13.929,2016
Kepler-1599 b,4333,3.26 Earths,14.97,2016
Kepler-159 b,1219,6.26 Earths,15.386,2014
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-15 b,2412,0.66 Jupiters,13.81,2011
Kepler-1600 b,3363,9.96 Earths,16.076,2016
Kepler-1601 b,2102,0.477 Earths,13.842,2016
Kepler-1602 b,2054,2.36 Earths,13.362,2016
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1604 b,1765,2.57 Earths,15.224,2016
Kepler-1605 b,1782,1.28 Earths,12.592,2016
Kepler-1606 b,2712,4.94 Earths,15.396,2016
Kepler-159 b,1219,6.26 Earths,15.386,2014
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-15 b,2412,0.66 Jupiters,13.81,2011
Kepler-1600 b,3363,9.96 Earths,16.076,2016
Kepler-1601 b,2102,0.477 Earths,13.842,2016
Kepler-1602 b,2054,2.36 Earths,13.362,2016
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1604 b,1765,2.57 Earths,15.224,2016
Kepler-1605 b,1782,1.28 Earths,12.592,2016
Kepler-1606 b,2712,4.94 Earths,15.396,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1630 b,1080,5.43 Earths,14.278,2016
Kepler-1631 b,4260,2.39 Earths,15.673,2016
Kepler-1632 b,2338,6.66 Earths,13.22,2016
Kepler-1633 b,3637,3.12 Earths,13.516,2016
Kepler-1634 b,2014,10.3 Earths,14.636,2016
Kepler-1635 b,3489,12.9 Earths,15.82,2016
Kepler-1636 b,6353,10.5 Earths,15.807,2016
Kepler-1637 b,1850,0.64 Earths,13.375,2016
Kepler-1638 b,4976,4.16 Earths,14.769,2016
Kepler-1639 b,3364,7.18 Earths,14.593,2016
Kepler-163 b,2250,1.16 Earths,14.467,2014
Kepler-163 c,2250,5.73 Earths,14.467,2014
Kepler-1640 b,6067,20.7 Earths,14.754,2016
Kepler-1641 b,2807,9.85 Earths,14.49,2016
Kepler-1641 c,2807,9.01 Earths,14.49,2016
Kepler-1642 b,1350,10.3 Earths,14.319,2016
Kepler-1642 c,1350,7.56 Earths,14.319,2016
Kepler-1643 b,1115,5.9 Earths,14.072,2016
Kepler-1644 b,2053,4.19 Earths,14.397,2016
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-185 c,1522,4.74 Earths,14.562,2014
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-186 d,579,2.54 Earths,15.138,2014
Kepler-186 e,579,2.15 Earths,15.138,2014
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-187 b,3728,2.57 Earths,14.297,2014
Kepler-187 c,3728,7.61 Earths,14.297,2014
Kepler-188 b,3159,3.46 Earths,14.719,2014
Kepler-188 c,3159,10.3 Earths,14.719,2014
Kepler-189 b,1930,1.92 Earths,14.971,2014
Kepler-189 c,1930,22.7 Earths,14.971,2014
Kepler-18 b,1413,6.9 Earths,13.771,2011
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-187 b,3728,2.57 Earths,14.297,2014
Kepler-187 c,3728,7.61 Earths,14.297,2014
Kepler-188 b,3159,3.46 Earths,14.719,2014
Kepler-188 c,3159,10.3 Earths,14.719,2014
Kepler-189 b,1930,1.92 Earths,14.971,2014
Kepler-189 c,1930,22.7 Earths,14.971,2014
Kepler-18 b,1413,6.9 Earths,13.771,2011
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-193 b,3292,6.3 Earths,14.712,2014
Kepler-193 c,3292,8 Earths,14.712,2014
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-193 b,3292,6.3 Earths,14.712,2014
Kepler-193 c,3292,8 Earths,14.712,2014
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-193 b,3292,6.3 Earths,14.712,2014
Kepler-193 c,3292,8 Earths,14.712,2014
Kepler-194 b,3582,2.89 Earths,14.969,2014
Kepler-194 c,3582,7.22 Earths,14.969,2014
Kepler-194 d,3582,6.35 Earths,14.969,2014
Kepler-195 b,2127,4.78 Earths,14.863,2014
Kepler-195 c,2127,3.02 Earths,14.863,2014
Kepler-196 b,1472,4.27 Earths,14.239,2014
Kepler-196 c,1472,5.65 Earths,14.239,2014
Kepler-197 b,1078,1.04 Earths,11.775,2014
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-194 b,3582,2.89 Earths,14.969,2014
Kepler-194 c,3582,7.22 Earths,14.969,2014
Kepler-194 d,3582,6.35 Earths,14.969,2014
Kepler-195 b,2127,4.78 Earths,14.863,2014
Kepler-195 c,2127,3.02 Earths,14.863,2014
Kepler-196 b,1472,4.27 Earths,14.239,2014
Kepler-196 c,1472,5.65 Earths,14.239,2014
Kepler-197 b,1078,1.04 Earths,11.775,2014
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-194 b,3582,2.89 Earths,14.969,2014
Kepler-194 c,3582,7.22 Earths,14.969,2014
Kepler-194 d,3582,6.35 Earths,14.969,2014
Kepler-195 b,2127,4.78 Earths,14.863,2014
Kepler-195 c,2127,3.02 Earths,14.863,2014
Kepler-196 b,1472,4.27 Earths,14.239,2014
Kepler-196 c,1472,5.65 Earths,14.239,2014
Kepler-197 b,1078,1.04 Earths,11.775,2014
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-197 e,1078,0.693 Earths,11.775,2014
Kepler-198 b,1616,8.35 Earths,13.684,2014
Kepler-198 c,1616,6.66 Earths,13.684,2014
Kepler-198 d,1616,2.96 Earths,13.684,2016
Kepler-199 b,1700,9.85 Earths,13.796,2014
Kepler-199 c,1700,10.6 Earths,13.796,2014
Kepler-19 b,713,8.4 Earths,12.035,2011
Kepler-19 c,713,13.1 Earths,12.035,2011
Kepler-19 d,713,22.5 Earths,12.035,2017
Kepler-200 b,2172,5.18 Earths,13.932,2014
Kepler-200 c,2172,3.15 Earths,13.932,2014
Kepler-201 b,2076,6.62 Earths,12.991,2014
Kepler-201 c,2076,8.5 Earths,12.991,2014
Kepler-202 b,930,3.29 Earths,14.178,2014
Kepler-202 c,930,4.08 Earths,14.178,2014
Kepler-203 b,2294,7.13 Earths,14.14,2014
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-203 d,2294,33.9 Earths,14.14,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-200 c,2172,3.15 Earths,13.932,2014
Kepler-201 b,2076,6.62 Earths,12.991,2014
Kepler-201 c,2076,8.5 Earths,12.991,2014
Kepler-202 b,930,3.29 Earths,14.178,2014
Kepler-202 c,930,4.08 Earths,14.178,2014
Kepler-203 b,2294,7.13 Earths,14.14,2014
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-203 d,2294,33.9 Earths,14.14,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-200 c,2172,3.15 Earths,13.932,2014
Kepler-201 b,2076,6.62 Earths,12.991,2014
Kepler-201 c,2076,8.5 Earths,12.991,2014
Kepler-202 b,930,3.29 Earths,14.178,2014
Kepler-202 c,930,4.08 Earths,14.178,2014
Kepler-203 b,2294,7.13 Earths,14.14,2014
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-203 d,2294,33.9 Earths,14.14,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-200 c,2172,3.15 Earths,13.932,2014
Kepler-201 b,2076,6.62 Earths,12.991,2014
Kepler-201 c,2076,8.5 Earths,12.991,2014
Kepler-202 b,930,3.29 Earths,14.178,2014
Kepler-202 c,930,4.08 Earths,14.178,2014
Kepler-203 b,2294,7.13 Earths,14.14,2014
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-203 d,2294,33.9 Earths,14.14,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-205 b,521,2.89 Earths,13.779,2014
Kepler-205 c,521,3.33 Earths,13.779,2014
Kepler-206 b,1939,1.87 Earths,13.507,2014
Kepler-206 c,1939,3.78 Earths,13.507,2014
Kepler-206 d,1939,1.81 Earths,13.507,2014
Kepler-207 b,2856,3.09 Earths,13.164,2014
Kepler-207 c,2856,2.86 Earths,13.164,2014
Kepler-207 d,2856,11 Earths,13.164,2014
Kepler-208 b,2529,3.29 Earths,13.561,2014
Kepler-208 c,2529,2.51 Earths,13.561,2014
Kepler-208 d,2529,1.87 Earths,13.561,2014
Kepler-208 e,2529,2.79 Earths,13.561,2014
Kepler-209 b,1882,5.73 Earths,14.132,2014
Kepler-209 c,1882,9.8 Earths,14.132,2014
Kepler-20 b,922,9.7 Earths,12.61,2011
Kepler-20 c,922,12.75 Earths,12.61,2011
Kepler-20 d,922,10.07 Earths,12.61,2011
Kepler-20 e,922,3.08 Earths,12.61,2011
Kepler-20 f,922,14.3 Earths,12.61,2011
Kepler-20 g,922,19.96 Earths,12.61,2016
Kepler-208 d,2529,1.87 Earths,13.561,2014
Kepler-208 e,2529,2.79 Earths,13.561,2014
Kepler-209 b,1882,5.73 Earths,14.132,2014
Kepler-209 c,1882,9.8 Earths,14.132,2014
Kepler-20 b,922,9.7 Earths,12.61,2011
Kepler-20 c,922,12.75 Earths,12.61,2011
Kepler-20 d,922,10.07 Earths,12.61,2011
Kepler-20 e,922,3.08 Earths,12.61,2011
Kepler-20 f,922,14.3 Earths,12.61,2011
Kepler-20 g,922,19.96 Earths,12.61,2016
Kepler-210 b,759,8.96 Earths,14.126,2014
Kepler-210 c,759,12.8 Earths,14.126,2014
Kepler-211 b,1009,2.13 Earths,13.448,2014
Kepler-211 c,1009,18.3 Earths,13.448,2014
Kepler-212 b,2242,1.32 Earths,13.129,2014
Kepler-212 c,2242,7.95 Earths,13.129,2014
Kepler-213 b,2071,3.26 Earths,13.705,2014
Kepler-213 c,2071,6.08 Earths,13.705,2014
Kepler-214 b,3942,7.32 Earths,14.057,2014
Kepler-214 c,3942,5.18 Earths,14.057,2014
Kepler-215 b,1585,3.26 Earths,13.678,2014
Kepler-215 c,1585,3.78 Earths,13.678,2014
Kepler-215 d,1585,23.6 Earths,13.678,2014
Kepler-215 e,1585,3.71 Earths,13.678,2014
Kepler-216 b,3874,6.12 Earths,14.054,2014
Kepler-216 c,3874,9.48 Earths,14.054,2014
Kepler-217 b,3603,5.6 Earths,13.155,2014
Kepler-217 c,3603,4.08 Earths,13.155,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-215 b,1585,3.26 Earths,13.678,2014
Kepler-215 c,1585,3.78 Earths,13.678,2014
Kepler-215 d,1585,23.6 Earths,13.678,2014
Kepler-215 e,1585,3.71 Earths,13.678,2014
Kepler-216 b,3874,6.12 Earths,14.054,2014
Kepler-216 c,3874,9.48 Earths,14.054,2014
Kepler-217 b,3603,5.6 Earths,13.155,2014
Kepler-217 c,3603,4.08 Earths,13.155,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-215 b,1585,3.26 Earths,13.678,2014
Kepler-215 c,1585,3.78 Earths,13.678,2014
Kepler-215 d,1585,23.6 Earths,13.678,2014
Kepler-215 e,1585,3.71 Earths,13.678,2014
Kepler-216 b,3874,6.12 Earths,14.054,2014
Kepler-216 c,3874,9.48 Earths,14.054,2014
Kepler-217 b,3603,5.6 Earths,13.155,2014
Kepler-217 c,3603,4.08 Earths,13.155,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-215 b,1585,3.26 Earths,13.678,2014
Kepler-215 c,1585,3.78 Earths,13.678,2014
Kepler-215 d,1585,23.6 Earths,13.678,2014
Kepler-215 e,1585,3.71 Earths,13.678,2014
Kepler-216 b,3874,6.12 Earths,14.054,2014
Kepler-216 c,3874,9.48 Earths,14.054,2014
Kepler-217 b,3603,5.6 Earths,13.155,2014
Kepler-217 c,3603,4.08 Earths,13.155,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-221 b,1257,3.57 Earths,13.97,2014
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-221 d,1257,7.9 Earths,13.97,2014
Kepler-221 e,1257,7.41 Earths,13.97,2014
Kepler-222 b,2475,10.1 Earths,15.407,2014
Kepler-222 c,2475,19.4 Earths,15.407,2014
Kepler-222 d,2475,13.2 Earths,15.407,2014
Kepler-223 b,6066,7.4 Earths,15.69,2014
Kepler-223 c,6066,5.1 Earths,15.69,2014
Kepler-223 d,6066,8 Earths,15.69,2014
Kepler-221 b,1257,3.57 Earths,13.97,2014
